***Using ctrl+h in text editor change dots '.' to ',' to make graph



Vbe[V];Ic[A]
1.450000000000001;1.5212018058156775E-15
1.460000000000001;1.544051424792678E-15
1.470000000000001;1.5672068033977727E-15
1.480000000000001;1.5906720331193251E-15
1.490000000000001;1.6144512601954951E-15
1.500000000000001;1.6385486863468658E-15
1.5100000000000011;1.6629685695188762E-15
1.5200000000000011;1.6877152246341855E-15
1.5300000000000011;1.712793024355111E-15
1.5400000000000011;1.738206399856264E-15
1.5500000000000012;1.7639598416075216E-15
1.5600000000000012;1.7900579001674848E-15
1.5700000000000012;1.816505186987548E-15
1.5800000000000012;1.8433063752267256E-15
1.5900000000000012;1.8704662005773895E-15
1.6000000000000012;1.8979894621020524E-15
1.6100000000000012;1.9258810230813434E-15
1.6200000000000012;1.9541458118733423E-15
1.6300000000000012;1.9827888227844015E-15
1.6400000000000012;2.011815116951626E-15
1.6500000000000012;2.041229823237164E-15
1.6600000000000013;2.0710381391344608E-15
1.6700000000000013;2.1012453316866383E-15
1.6800000000000013;2.1318567384171704E-15
1.6900000000000013;2.1628777682730077E-15
1.7000000000000013;2.194313902580317E-15
1.7100000000000013;2.2261706960130224E-15
1.7200000000000013;2.2584537775742992E-15
1.7300000000000013;2.2911688515911967E-15
1.7400000000000013;2.3243216987225845E-15
1.7500000000000013;2.357918176980573E-15
1.7600000000000013;2.3919642227656063E-15
1.7700000000000014;2.4264658519154116E-15
1.7800000000000014;2.4614291607679774E-15
1.7900000000000014;2.496860327238757E-15
1.8000000000000014;2.532765611912293E-15
1.8100000000000014;2.569151359148441E-15
1.8200000000000014;2.6060239982033986E-15
1.8300000000000014;2.6433900443657414E-15
1.8400000000000014;2.6812561001076515E-15
1.8500000000000014;2.719628856251553E-15
1.8600000000000014;2.7585150931523673E-15
1.8700000000000014;2.7979216818955807E-15
1.8800000000000014;2.8378555855113388E-15
1.8900000000000015;2.878323860204802E-15
1.9000000000000015;2.919333656602953E-15
1.9100000000000015;2.9608922210180896E-15
1.9200000000000015;3.0030068967282318E-15
1.9300000000000015;3.0456851252746566E-15
1.9400000000000015;3.0889344477767907E-15
1.9500000000000015;3.1327625062647136E-15
1.9600000000000015;3.1771770450294796E-15
1.9700000000000015;3.2221859119915034E-15
1.9800000000000015;3.267797060087278E-15
1.9900000000000015;3.314018548674628E-15
2.0000000000000013;3.3608585449567702E-15
2.010000000000001;3.4083253254254496E-15
2.020000000000001;3.4564272773233556E-15
2.0300000000000007;3.505172900126132E-15
2.0400000000000005;3.554570807044211E-15
2.0500000000000003;3.604629726544735E-15
2.06;3.655358503893858E-15
2.07;3.706766102719679E-15
2.0799999999999996;3.7588616065960835E-15
2.0899999999999994;3.811654220647787E-15
2.099999999999999;3.86515327317686E-15
2.109999999999999;3.919368217311003E-15
2.1199999999999988;3.974308632673887E-15
2.1299999999999986;4.02998422707786E-15
2.1399999999999983;4.086404838239266E-15
2.149999999999998;4.143580435516759E-15
2.159999999999998;4.201521121672856E-15
2.1699999999999977;4.260237134659061E-15
2.1799999999999975;4.3197388494248814E-15
2.1899999999999973;4.380036779751062E-15
2.199999999999997;4.441141580107325E-15
2.209999999999997;4.5030640475349946E-15
2.2199999999999966;4.565815123554799E-15
2.2299999999999964;4.629405896100205E-15
2.239999999999996;4.693847601476623E-15
2.249999999999996;4.759151626346837E-15
2.259999999999996;4.825329509742983E-15
2.2699999999999956;4.892392945105468E-15
2.2799999999999954;4.960353782349176E-15
2.289999999999995;5.0292240299572975E-15
2.299999999999995;5.099015857103202E-15
2.3099999999999947;5.169741595800702E-15
2.3199999999999945;5.24141374308307E-15
2.3299999999999943;5.314044963211238E-15
2.339999999999994;5.3876480899115366E-15
2.349999999999994;5.4622361286433715E-15
2.3599999999999937;5.537822258897246E-15
2.3699999999999934;5.614419836523562E-15
2.3799999999999932;5.69204239609253E-15
2.389999999999993;5.770703653285705E-15
2.399999999999993;5.850417507319511E-15
2.4099999999999926;5.931198043401182E-15
2.4199999999999924;6.0130595352175805E-15
2.429999999999992;6.096016447457322E-15
2.439999999999992;6.180083438366636E-15
2.4499999999999917;6.2652753623394396E-15
2.4599999999999915;6.351607272542071E-15
2.4699999999999913;6.439094423573126E-15
2.479999999999991;6.527752274158915E-15
2.489999999999991;6.617596489884974E-15
2.4999999999999907;6.708642945964119E-15
2.5099999999999905;6.8009077300415555E-15
2.5199999999999902;6.894407145037525E-15
2.52999999999999;6.989157712027975E-15
2.53999999999999;7.085176173163783E-15
2.5499999999999896;7.182479494629063E-15
2.5599999999999894;7.28108486963902E-15
2.569999999999989;7.381009721477952E-15
2.579999999999989;7.482271706577897E-15
2.5899999999999888;7.584888717638469E-15
2.5999999999999885;7.688878886788435E-15
2.6099999999999883;7.794260588789642E-15
2.619999999999988;7.901052444283745E-15
2.629999999999988;8.009273323082444E-15
2.6399999999999877;8.118942347501727E-15
2.6499999999999875;8.230078895740711E-15
2.6599999999999873;8.342702605305725E-15
2.669999999999987;8.456833376480208E-15
2.679999999999987;8.572491375841014E-15
2.6899999999999866;8.68969703982179E-15
2.6999999999999864;8.80847107832406E-15
2.709999999999986;8.928834478376568E-15
2.719999999999986;9.050808507843647E-15
2.7299999999999858;9.174414719183194E-15
2.7399999999999856;9.299674953254905E-15
2.7499999999999853;9.426611343179507E-15
2.759999999999985;9.555246318249625E-15
2.769999999999985;9.68560260789295E-15
2.7799999999999847;9.81770324568847E-15
2.7899999999999845;9.95157157343646E-15
2.7999999999999843;1.0087231245282878E-14
2.809999999999984;1.0224706231898998E-14
2.819999999999984;1.036402082471697E-14
2.8299999999999836;1.0505199640222022E-14
2.8399999999999834;1.0648267624302137E-14
2.849999999999983;1.0793250056655922E-14
2.859999999999983;1.0940172555259442E-14
2.869999999999983;1.1089061080892858E-14
2.8799999999999826;1.1239941941727619E-14
2.8899999999999824;1.1392841797975026E-14
2.899999999999982;1.154778766659703E-14
2.909999999999982;1.1704806926080051E-14
2.9199999999999817;1.1863927321272662E-14
2.9299999999999815;1.2025176968288032E-14
2.9399999999999813;1.2188584359471978E-14
2.949999999999981;1.235417836843745E-14
2.959999999999981;1.2521988255166427E-14
2.9699999999999807;1.2692043671180094E-14
2.9799999999999804;1.2864374664778141E-14
2.9899999999999802;1.303901168634823E-14
2.99999999999998;1.3215985593746507E-14
3.00999999999998;1.339532765775005E-14
3.0199999999999796;1.3577069567582395E-14
3.0299999999999794;1.3761243436512834E-14
3.039999999999979;1.3947881807530833E-14
3.049999999999979;1.4137017659096242E-14
3.0599999999999787;1.4328684410966455E-14
3.0699999999999785;1.4522915930101663E-14
3.0799999999999783;1.4719746536649005E-14
3.089999999999978;1.4919211010006806E-14
3.099999999999978;1.5121344594970062E-14
3.1099999999999777;1.5326183007958075E-14
3.1199999999999775;1.553376244332538E-14
3.1299999999999772;1.5744119579757268E-14
3.139999999999977;1.5957291586750782E-14
3.149999999999977;1.617331613118239E-14
3.1599999999999766;1.6392231383963703E-14
3.1699999999999764;1.661407602678615E-14
3.179999999999976;1.683888925895584E-14
3.189999999999976;1.706671080432007E-14
3.1999999999999758;1.7297580918286376E-14
3.2099999999999755;1.7531540394935493E-14
3.2199999999999753;1.7768630574229643E-14
3.229999999999975;1.8008893349317142E-14
3.239999999999975;1.825237117393475E-14
3.2499999999999747;1.8499107069909216E-14
3.2599999999999745;1.874914463475908E-14
3.2699999999999743;1.9002528049398145E-14
3.279999999999974;1.925930208594225E-14
3.289999999999974;1.95195121156203E-14
3.2999999999999736;1.9783204116791197E-14
3.3099999999999734;2.0050424683068167E-14
3.319999999999973;2.032122103155168E-14
3.329999999999973;2.0595641011172518E-14
3.3399999999999728;2.0873733111146652E-14
3.3499999999999726;2.1155546469543076E-14
3.3599999999999723;2.144113088196633E-14
3.369999999999972;2.1730536810355337E-14
3.379999999999972;2.2023815391899823E-14
3.3899999999999717;2.2321018448076064E-14
3.3999999999999715;2.2622198493803697E-14
3.4099999999999713;2.29274087467249E-14
3.419999999999971;2.3236703136607732E-14
3.429999999999971;2.3550136314875492E-14
3.4399999999999706;2.386776366426341E-14
3.4499999999999704;2.4189641308604545E-14
3.45999999999997;2.4515826122746823E-14
3.46999999999997;2.4846375742602625E-14
3.47999999999997;2.5181348575332774E-14
3.4899999999999696;2.5520803809667098E-14
3.4999999999999694;2.5864801426362788E-14
3.509999999999969;2.6213402208802784E-14
3.519999999999969;2.6566667753736174E-14
3.5299999999999687;2.6924660482162048E-14
3.5399999999999685;2.7287443650359084E-14
3.5499999999999683;2.7655081361062855E-14
3.559999999999968;2.802763857479256E-14
3.569999999999968;2.8405181121329245E-14
3.5799999999999677;2.878777571134792E-14
3.5899999999999674;2.9175489948205046E-14
3.5999999999999672;2.9568392339883775E-14
3.609999999999967;2.996655231109931E-14
3.619999999999967;3.037004021556587E-14
3.6299999999999666;3.0778927348428054E-14
3.6399999999999664;3.119328595885851E-14
3.649999999999966;3.161318926282416E-14
3.659999999999966;3.203871145602312E-14
3.6699999999999657;3.246992772699507E-14
3.6799999999999655;3.2906914270406747E-14
3.6899999999999653;3.3349748300515217E-14
3.699999999999965;3.379850806481162E-14
3.709999999999965;3.425327285784717E-14
3.7199999999999647;3.4714123035244185E-14
3.7299999999999645;3.5181140027894864E-14
3.7399999999999642;3.565440635634983E-14
3.749999999999964;3.6134005645399126E-14
3.759999999999964;3.6620022638848725E-14
3.7699999999999636;3.711254321449436E-14
3.7799999999999634;3.761165439929584E-14
3.789999999999963;3.811744438475461E-14
3.799999999999963;3.863000254249686E-14
3.8099999999999627;3.914941944006513E-14
3.8199999999999625;3.9675786856921536E-14
3.8299999999999623;4.020919780066482E-14
3.839999999999962;4.074974652346444E-14
3.849999999999962;4.1297528538714855E-14
3.8599999999999617;4.185264063791236E-14
3.8699999999999615;4.2415180907757744E-14
3.8799999999999613;4.298524874748816E-14
3.889999999999961;4.3562944886440556E-14
3.899999999999961;4.414837140185019E-14
3.9099999999999606;4.474163173688755E-14
3.9199999999999604;4.5342830718936364E-14
3.92999999999996;4.595207457811621E-14
3.93999999999996;4.6569470966053256E-14
3.9499999999999598;4.719512897490194E-14
3.9599999999999596;4.782915915662104E-14
3.9699999999999593;4.8471673542508167E-14
3.979999999999959;4.912278566299527E-14
3.989999999999959;4.978261056770897E-14
3.9999999999999587;5.0451264845799764E-14
4.009999999999959;5.112886664654288E-14
4.019999999999959;5.1815535700214784E-14
4.0299999999999585;5.2511393339249295E-14
4.039999999999958;5.321656251967675E-14
4.049999999999958;5.3931167842849903E-14
4.059999999999958;5.465533557746048E-14
4.069999999999958;5.538919368185074E-14
4.079999999999957;5.6132871826623245E-14
4.089999999999957;5.688650141755313E-14
4.099999999999957;5.765021561880738E-14
4.109999999999957;5.842414937647442E-14
4.119999999999957;5.920843944240861E-14
4.129999999999956;6.00032243983941E-14
4.139999999999956;6.080864468063175E-14
4.149999999999956;6.162484260455362E-14
4.159999999999956;6.245196238997001E-14
4.1699999999999555;6.329015018655251E-14
4.179999999999955;6.413955409965813E-14
4.189999999999955;6.500032421649932E-14
4.199999999999955;6.587261263266383E-14
4.209999999999955;6.67565734789894E-14
4.2199999999999545;6.765236294879854E-14
4.229999999999954;6.856013932549728E-14
4.239999999999954;6.948006301054328E-14
4.249999999999954;7.041229655178852E-14
4.259999999999954;7.135700467220094E-14
4.269999999999953;7.231435429897042E-14
4.279999999999953;7.328451459300445E-14
4.289999999999953;7.426765697881846E-14
4.299999999999953;7.526395517482566E-14
4.3099999999999525;7.627358522403307E-14
4.319999999999952;7.729672552514753E-14
4.329999999999952;7.833355686409811E-14
4.339999999999952;7.938426244598082E-14
4.349999999999952;8.044902792743025E-14
4.3599999999999515;8.152804144942431E-14
4.369999999999951;8.262149367052862E-14
4.379999999999951;8.372957780058518E-14
4.389999999999951;8.485248963485168E-14
4.399999999999951;8.599042758859849E-14
4.40999999999995;8.714359273216774E-14
4.41999999999995;8.83121888265017E-14
4.42999999999995;8.949642235914723E-14
4.43999999999995;9.069650258074125E-14
4.4499999999999496;9.191264154198447E-14
4.459999999999949;9.314505413111071E-14
4.469999999999949;9.439395811185666E-14
4.479999999999949;9.565957416193999E-14
4.489999999999949;9.694212591205282E-14
4.4999999999999485;9.824183998537648E-14
4.509999999999948;9.955894603762486E-14
4.519999999999948;1.0089367679762445E-13
4.529999999999948;1.022462681084365E-13
4.539999999999948;1.0361695896902974E-13
4.549999999999947;1.050059915765111E-13
4.559999999999947;1.0641361136892119E-13
4.569999999999947;1.0784006706860201E-13
4.579999999999947;1.0928561072614619E-13
4.589999999999947;1.1075049776493324E-13
4.599999999999946;1.1223498702626185E-13
4.609999999999946;1.1373934081508693E-13
4.619999999999946;1.1526382494636798E-13
4.629999999999946;1.1680870879203737E-13
4.6399999999999455;1.1837426532859824E-13
4.649999999999945;1.1996077118535843E-13
4.659999999999945;1.2156850669330964E-13
4.669999999999945;1.231977559346618E-13
4.679999999999945;1.2484880679303926E-13
4.689999999999944;1.2652195100434861E-13
4.699999999999944;1.282174842083284E-13
4.709999999999944;1.2993570600078722E-13
4.719999999999944;1.316769199865413E-13
4.729999999999944;1.3344143383306122E-13
4.739999999999943;1.3522955932483543E-13
4.749999999999943;1.3704161241846146E-13
4.759999999999943;1.388779132984751E-13
4.769999999999943;1.4073878643392592E-13
4.7799999999999425;1.4262456063570942E-13
4.789999999999942;1.4453556911466778E-13
4.799999999999942;1.46472149540467E-13
4.809999999999942;1.484346441012616E-13
4.819999999999942;1.5042339956415917E-13
4.8299999999999415;1.5243876733649263E-13
4.839999999999941;1.5448110352791256E-13
4.849999999999941;1.565507690133115E-13
4.859999999999941;1.5864812949658916E-13
4.869999999999941;1.607735555752708E-13
4.87999999999994;1.629274228059914E-13
4.88999999999994;1.651101117708554E-13
4.89999999999994;1.6732200814468358E-13
4.90999999999994;1.6956350276316194E-13
4.9199999999999395;1.718349916919005E-13
4.929999999999939;1.741368762964167E-13
4.939999999999939;1.7646956331305625E-13
4.949999999999939;1.7883346492086204E-13
4.959999999999939;1.812289988144043E-13
4.9699999999999385;1.8365658827758698E-13
4.979999999999938;1.8611666225844053E-13
4.989999999999938;1.8860965544491514E-13
4.999999999999938;1.9113600834168965E-13
5.009999999999938;1.9369616734800733E-13
5.019999999999937;1.9629058483655252E-13
5.029999999999937;1.9891971923338472E-13
5.039999999999937;2.0158403509894062E-13
5.049999999999937;2.042840032101201E-13
5.0599999999999365;2.070201006434721E-13
5.069999999999936;2.0979281085949222E-13
5.079999999999936;2.126026237880482E-13
5.089999999999936;2.154500359149503E-13
5.099999999999936;2.1833555036967818E-13
5.1099999999999355;2.2125967701428198E-13
5.119999999999935;2.2422293253347463E-13
5.129999999999935;2.2722584052592786E-13
5.139999999999935;2.3026893159679005E-13
5.149999999999935;2.333527434514438E-13
5.159999999999934;2.364778209905164E-13
5.169999999999934;2.396447164061614E-13
5.179999999999934;2.4285398927963067E-13
5.189999999999934;2.461062066801504E-13
5.199999999999934;2.494019432651195E-13
5.209999999999933;2.527417813816515E-13
5.219999999999933;2.56126311169473E-13
5.229999999999933;2.595561306651987E-13
5.239999999999933;2.630318459080044E-13
5.2499999999999325;2.665540710467115E-13
5.259999999999932;2.701234284483045E-13
5.269999999999932;2.737405488079033E-13
5.279999999999932;2.774060712602039E-13
5.289999999999932;2.811206434924115E-13
5.299999999999931;2.848849218586859E-13
5.309999999999931;2.8869957149611713E-13
5.319999999999931;2.925652664422521E-13
5.329999999999931;2.964826897541967E-13
5.339999999999931;3.0045253362930955E-13
5.34999999999993;3.0447549952750994E-13
5.35999999999993;3.085522982952259E-13
5.36999999999993;3.1268365029099746E-13
5.37999999999993;3.168702855127614E-13
5.3899999999999295;3.2111294372684133E-13
5.399999999999929;3.2541237459866133E-13
5.409999999999929;3.2976933782520905E-13
5.419999999999929;3.3418460326927327E-13
5.429999999999929;3.38658951095476E-13
5.4399999999999284;3.4319317190812437E-13
5.449999999999928;3.477880668909094E-13
5.459999999999928;3.5244444794847273E-13
5.469999999999928;3.5716313784986616E-13
5.479999999999928;3.61944970373935E-13
5.489999999999927;3.6679079045664304E-13
5.499999999999927;3.7170145434036945E-13
5.509999999999927;3.7667782972520637E-13
5.519999999999927;3.81720795922278E-13
5.5299999999999265;3.8683124400911114E-13
5.539999999999926;3.9201007698708817E-13
5.549999999999926;3.97258209941004E-13
5.559999999999926;4.0257657020075724E-13
5.569999999999926;4.0796609750520954E-13
5.5799999999999255;4.134277441682331E-13
5.589999999999925;4.18962475246981E-13
5.599999999999925;4.24571268712412E-13
5.609999999999925;4.302551156220944E-13
5.619999999999925;4.360150202953214E-13
5.629999999999924;4.4185200049057417E-13
5.639999999999924;4.4776708758535546E-13
5.649999999999924;4.537613267584298E-13
5.659999999999924;4.59835777174506E-13
5.6699999999999235;4.659915121713874E-13
5.679999999999923;4.722296194496262E-13
5.689999999999923;4.785512012647192E-13
5.699999999999923;4.849573746218726E-13
5.709999999999923;4.91449271473372E-13
5.7199999999999225;4.98028038918597E-13
5.729999999999922;5.0469483940671E-13
5.739999999999922;5.114508509420559E-13
5.749999999999922;5.182972672923149E-13
5.759999999999922;5.252352981994355E-13
5.769999999999921;5.322661695933929E-13
5.779999999999921;5.393911238088078E-13
5.789999999999921;5.466114198044643E-13
5.799999999999921;5.539283333857604E-13
5.809999999999921;5.613431574301442E-13
5.81999999999992;5.688572021155586E-13
5.82999999999992;5.764717951519453E-13
5.83999999999992;5.841882820158498E-13
5.84999999999992;5.920080261881621E-13
5.8599999999999195;5.999324093950384E-13
5.869999999999919;6.079628318520501E-13
5.879999999999919;6.161007125115982E-13
5.889999999999919;6.243474893136345E-13
5.899999999999919;6.327046194397461E-13
5.909999999999918;6.411735795706326E-13
5.919999999999918;6.497558661470303E-13
5.929999999999918;6.58452995634132E-13
5.939999999999918;6.672665047895402E-13
5.949999999999918;6.761979509348062E-13
5.959999999999917;6.852489122306077E-13
5.969999999999917;6.944209879556038E-13
5.979999999999917;7.037157987890204E-13
5.989999999999917;7.131349870970237E-13
5.9999999999999165;7.226802172229196E-13
6.009999999999916;7.323531757812365E-13
6.019999999999916;7.421555719557496E-13
6.029999999999916;7.520891378014828E-13
6.039999999999916;7.621556285507657E-13
6.0499999999999154;7.7235682292337E-13
6.059999999999915;7.826945234408069E-13
6.069999999999915;7.931705567448332E-13
6.079999999999915;8.037867739202036E-13
6.089999999999915;8.145450508217577E-13
6.099999999999914;8.254472884058813E-13
6.109999999999914;8.36495413066392E-13
6.119999999999914;8.476913769749312E-13
6.129999999999914;8.59037158425912E-13
6.1399999999999135;8.705347621860691E-13
6.149999999999913;8.821862198486995E-13
6.159999999999913;8.939935901926443E-13
6.169999999999913;9.05958959546059E-13
6.179999999999913;9.180844421550665E-13
6.1899999999999125;9.303721805573441E-13
6.199999999999912;9.428243459606922E-13
6.209999999999912;9.554431386266868E-13
6.219999999999912;9.682307882594637E-13
6.229999999999912;9.81189554399691E-13
6.239999999999911;9.943217268238276E-13
6.249999999999911;1.0076296259487267E-12
6.259999999999911;1.0211156032416355E-12
6.269999999999911;1.0347820416356974E-12
6.2799999999999105;1.0486313559510157E-12
6.28999999999991;1.0626659933213343E-12
6.29999999999991;1.0768884336264438E-12
6.30999999999991;1.0913011899303759E-12
6.31999999999991;1.1059068089254422E-12
6.3299999999999095;1.1207078713822339E-12
6.339999999999909;1.1357069926056412E-12
6.349999999999909;1.1509068228969601E-12
6.359999999999909;1.166310048022197E-12
6.369999999999909;1.181919389686643E-12
6.379999999999908;1.1977376060157786E-12
6.389999999999908;1.2137674920426333E-12
6.399999999999908;1.2300118802016655E-12
6.409999999999908;1.2464736408292327E-12
6.419999999999908;1.2631556826707788E-12
6.429999999999907;1.2800609533948064E-12
6.439999999999907;1.2971924401137096E-12
6.449999999999907;1.3145531699115927E-12
6.459999999999907;1.3321462103791567E-12
6.4699999999999065;1.3499746701557171E-12
6.479999999999906;1.3680416994785009E-12
6.489999999999906;1.386350490739289E-12
6.499999999999906;1.4049042790484912E-12
6.509999999999906;1.4237063428067854E-12
6.519999999999905;1.4427600042844109E-12
6.529999999999905;1.4620686302081865E-12
6.539999999999905;1.481635632356412E-12
6.549999999999905;1.5014644681617259E-12
6.559999999999905;1.5215586413220069E-12
6.569999999999904;1.5419217024194766E-12
6.579999999999904;1.5625572495480853E-12
6.589999999999904;1.5834689289492673E-12
6.599999999999904;1.6046604356562308E-12
6.6099999999999035;1.6261355141468661E-12
6.619999999999903;1.6478979590053692E-12
6.629999999999903;1.6699516155927408E-12
6.639999999999903;1.6923003807262604E-12
6.649999999999903;1.7149482033680236E-12
6.659999999999902;1.7378990853227229E-12
6.669999999999902;1.7611570819447615E-12
6.679999999999902;1.784726302854808E-12
6.689999999999902;1.8086109126659606E-12
6.699999999999902;1.8328151317196323E-12
6.709999999999901;1.8573432368312557E-12
6.719999999999901;1.882199562045991E-12
6.729999999999901;1.907388499404551E-12
6.739999999999901;1.932914499719241E-12
6.7499999999999005;1.9587820733604148E-12
6.7599999999999;1.9849957910534553E-12
6.7699999999999;2.011560284686385E-12
6.7799999999999;2.038480248128321E-12
6.7899999999999;2.0657604380588778E-12
6.7999999999998995;2.0934056748086345E-12
6.809999999999899;2.1214208432108882E-12
6.819999999999899;2.1498108934647984E-12
6.829999999999899;2.178580842010052E-12
6.839999999999899;2.207735772413263E-12
6.849999999999898;2.237280836266237E-12
6.859999999999898;2.2672212540962206E-12
6.869999999999898;2.297562316288361E-12
6.879999999999898;2.3283093840205183E-12
6.8899999999998975;2.3594678902105435E-12
6.899999999999897;2.3910433404762716E-12
6.909999999999897;2.423041314108361E-12
6.919999999999897;2.4554674650561137E-12
6.929999999999897;2.488327522926524E-12
6.9399999999998965;2.5216272939966956E-12
6.949999999999896;2.5553726622397683E-12
6.959999999999896;2.589569590364613E-12
6.969999999999896;2.6242241208694375E-12
6.979999999999896;2.6593423771094523E-12
6.989999999999895;2.694930564378862E-12
6.999999999999895;2.7309949710073376E-12
